trip_id,date_departure,date_arrival,truck_id,driver_id,client_id,route_id,origin_city,destination_city,distance_km,route_type,cargo_type,cargo_tons_actual,load_factor_pct,delay_hours,status
TRP-02438,2023-08-08,2023-08-08,TRK-11,DRV-11,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,19.44,79.4,0.9,completed
TRP-02439,2023-08-09,2023-08-10,TRK-04,DRV-04,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,22.85,95.2,0.5,completed
TRP-02440,2023-08-09,2023-08-09,TRK-05,DRV-05,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,24.08,98.3,0.7,completed
TRP-02441,2023-08-09,2023-08-10,TRK-05,DRV-12,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,23.12,94.4,0.4,completed
TRP-02442,2023-08-09,2023-08-09,TRK-07,DRV-07,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,21.91,91.3,0.7,completed
TRP-02443,2023-08-09,2023-08-10,TRK-10,DRV-10,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.75,90.6,1.1,completed
TRP-02444,2023-08-09,2023-08-10,TRK-11,DRV-11,CLT-06,RTE-06,Вінниця,Київ,267,highway,wheat,21.84,89.1,0.6,completed
TRP-02445,2023-08-09,2023-08-09,TRK-11,DRV-11,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,21.13,86.2,0.6,completed
TRP-02446,2023-08-09,2023-08-09,TRK-11,DRV-11,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,22.73,92.8,1.2,completed
TRP-02447,2023-08-10,2023-08-12,TRK-02,DRV-02,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,wheat,17.68,76.9,0.0,completed
TRP-02448,2023-08-10,2023-08-10,TRK-03,DRV-03,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,20.95,97.4,0.3,completed
TRP-02449,2023-08-10,2023-08-11,TRK-04,DRV-04,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,21.32,88.8,0.4,completed
TRP-02450,2023-08-10,2023-08-11,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,17.61,70.4,0.9,completed
TRP-02451,2023-08-10,2023-08-11,TRK-09,DRV-09,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,23.24,93.0,0.6,completed
TRP-02452,2023-08-10,2023-08-10,TRK-10,DRV-10,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,18.62,77.6,0.3,completed
TRP-02453,2023-08-10,2023-08-11,TRK-12,DRV-12,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,21.66,86.6,0.7,completed
TRP-02454,2023-08-10,2023-08-10,TRK-12,DRV-12,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,22.34,89.4,6.4,delayed
TRP-02455,2023-08-10,2023-08-11,TRK-12,DRV-12,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,17.50,70.0,0.0,completed
TRP-02456,2023-08-11,2023-08-11,TRK-07,DRV-07,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,24.98,104.1,1.4,completed
TRP-02457,2023-08-11,2023-08-12,TRK-08,DRV-08,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,19.01,76.0,0.5,completed
TRP-02458,2023-08-11,2023-08-11,TRK-10,DRV-10,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,24.88,103.7,1.2,completed
TRP-02459,2023-08-12,2023-08-13,TRK-01,DRV-01,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,20.06,91.2,13.8,delayed
TRP-02460,2023-08-12,2023-08-12,TRK-05,DRV-05,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,17.14,69.9,5.2,delayed
TRP-02461,2023-08-12,2023-08-13,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,20.47,87.1,0.2,completed
TRP-02462,2023-08-12,2023-08-12,TRK-06,DRV-06,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,22.78,96.9,0.5,completed
TRP-02463,2023-08-12,2023-08-13,TRK-07,DRV-07,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.18,88.3,0.8,completed
TRP-02464,2023-08-12,2023-08-12,TRK-08,DRV-08,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,27.09,108.4,0.1,completed
TRP-02465,2023-08-12,2023-08-13,TRK-08,DRV-06,CLT-06,RTE-06,Вінниця,Київ,267,highway,wheat,23.58,94.3,0.5,completed
TRP-02466,2023-08-12,2023-08-12,TRK-08,DRV-08,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,21.43,85.7,1.7,completed
TRP-02467,2023-08-12,2023-08-12,TRK-10,DRV-10,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,18.42,76.8,1.4,completed
TRP-02468,2023-08-12,2023-08-13,TRK-10,DRV-10,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,23.34,97.2,1.2,completed
TRP-02469,2023-08-13,2023-08-13,TRK-06,DRV-06,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,21.29,90.6,0.8,completed
TRP-02470,2023-08-13,2023-08-13,TRK-07,DRV-07,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,20.10,83.8,0.2,completed
TRP-02471,2023-08-13,2023-08-14,TRK-08,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,wheat,22.73,90.9,1.8,completed
TRP-02472,2023-08-13,2023-08-15,TRK-09,DRV-06,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,wheat,23.40,93.6,0.4,completed
TRP-02473,2023-08-13,2023-08-13,TRK-10,DRV-12,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,22.77,94.9,1.3,completed
TRP-02474,2023-08-13,2023-08-13,TRK-11,DRV-11,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,25.80,105.3,1.7,completed
TRP-02475,2023-08-14,2023-08-15,TRK-04,DRV-04,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,21.34,88.9,1.5,completed
TRP-02476,2023-08-14,2023-08-14,TRK-06,DRV-06,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,21.86,93.0,0.5,completed
TRP-02477,2023-08-14,2023-08-15,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,23.56,100.3,1.2,completed
TRP-02478,2023-08-14,2023-08-15,TRK-07,DRV-07,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,21.69,90.4,1.7,completed
TRP-02479,2023-08-14,2023-08-14,TRK-09,DRV-07,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,24.91,99.6,1.6,completed
TRP-02480,2023-08-14,2023-08-14,TRK-10,DRV-10,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,23.42,97.6,2.6,delayed
TRP-02481,2023-08-14,2023-08-15,TRK-10,DRV-10,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,16.76,69.8,1.2,completed
TRP-02482,2023-08-15,2023-08-15,TRK-01,DRV-01,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,23.08,104.9,0.2,completed
TRP-02483,2023-08-15,2023-08-16,TRK-03,DRV-03,CLT-02,RTE-02,Дніпро,Одеса,472,highway,wheat,20.47,95.2,0.6,completed
TRP-02484,2023-08-15,2023-08-16,TRK-04,DRV-04,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,17.62,73.4,0.4,completed
TRP-02485,2023-08-15,2023-08-15,TRK-05,DRV-05,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,16.87,68.9,0.3,completed
TRP-02486,2023-08-15,2023-08-15,TRK-05,DRV-05,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,24.37,99.5,1.3,completed
TRP-02487,2023-08-15,2023-08-17,TRK-05,DRV-05,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,wheat,24.21,98.8,1.3,completed
TRP-02488,2023-08-15,2023-08-16,TRK-05,DRV-05,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,23.79,97.1,1.4,completed
TRP-02489,2023-08-15,2023-08-15,TRK-05,DRV-05,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,21.85,89.2,0.3,completed
TRP-02490,2023-08-15,2023-08-15,TRK-06,DRV-06,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,20.82,88.6,0.1,completed
TRP-02491,2023-08-15,2023-08-16,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,wheat,20.70,88.1,0.8,completed
TRP-02492,2023-08-15,2023-08-15,TRK-10,DRV-10,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,22.86,95.3,4.3,delayed
TRP-02493,2023-08-15,2023-08-15,TRK-11,DRV-11,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,25.93,105.8,0.9,completed
TRP-02494,2023-08-16,2023-08-17,TRK-04,DRV-04,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,21.48,89.5,1.3,completed
TRP-02495,2023-08-16,2023-08-16,TRK-05,DRV-05,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,22.25,90.8,1.3,completed
TRP-02496,2023-08-16,2023-08-16,TRK-07,DRV-07,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,23.62,98.4,0.5,completed
TRP-02497,2023-08-16,2023-08-17,TRK-08,DRV-01,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,24.71,98.8,1.0,completed
TRP-02498,2023-08-16,2023-08-17,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,23.20,92.8,1.4,completed
TRP-02499,2023-08-16,2023-08-16,TRK-08,DRV-08,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,23.12,92.5,1.4,completed
TRP-02500,2023-08-16,2023-08-17,TRK-10,DRV-10,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,22.06,91.9,0.9,completed
TRP-02501,2023-08-17,2023-08-19,TRK-03,DRV-03,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,20.11,93.5,1.5,completed
TRP-02502,2023-08-17,2023-08-18,TRK-04,DRV-04,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,18.27,76.1,0.9,completed
TRP-02503,2023-08-17,2023-08-17,TRK-05,DRV-05,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,18.17,74.2,0.8,completed
TRP-02504,2023-08-17,2023-08-17,TRK-07,DRV-07,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,23.80,99.2,7.9,delayed
TRP-02505,2023-08-17,2023-08-18,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,22.16,88.6,1.1,completed
TRP-02506,2023-08-17,2023-08-17,TRK-09,DRV-09,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,25.35,101.4,1.8,completed
TRP-02507,2023-08-17,2023-08-17,TRK-09,DRV-09,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,21.19,84.8,1.0,completed
TRP-02508,2023-08-17,2023-08-17,TRK-11,DRV-10,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,23.47,95.8,1.3,completed
TRP-02509,2023-08-17,2023-08-17,TRK-11,DRV-11,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,20.74,84.7,0.4,completed
TRP-02510,2023-08-18,2023-08-18,TRK-01,DRV-01,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,17.61,80.1,0.3,completed
TRP-02511,2023-08-18,2023-08-18,TRK-02,DRV-02,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,25.25,109.8,0.4,completed
TRP-02512,2023-08-18,2023-08-18,TRK-04,DRV-04,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,18.89,78.7,1.3,completed
TRP-02513,2023-08-18,2023-08-18,TRK-05,DRV-03,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,24.00,98.0,0.7,completed
TRP-02514,2023-08-18,2023-08-19,TRK-06,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,23.81,101.3,0.8,completed
TRP-02515,2023-08-18,2023-08-18,TRK-08,DRV-08,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,22.72,90.9,0.5,completed
TRP-02516,2023-08-18,2023-08-19,TRK-09,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,18.17,72.7,1.4,completed
TRP-02517,2023-08-18,2023-08-18,TRK-11,DRV-11,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,26.41,107.8,1.3,completed
TRP-02518,2023-08-19,2023-08-21,TRK-03,DRV-03,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,18.41,85.6,0.4,completed
TRP-02519,2023-08-19,2023-08-19,TRK-05,DRV-05,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,24.42,99.7,0.1,completed
TRP-02520,2023-08-19,2023-08-19,TRK-05,DRV-05,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,22.99,93.8,1.0,completed
TRP-02521,2023-08-19,2023-08-19,TRK-05,DRV-05,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,21.94,89.5,0.5,completed
TRP-02522,2023-08-19,2023-08-20,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,21.92,93.3,1.4,completed
TRP-02523,2023-08-19,2023-08-20,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,17.03,72.5,0.4,completed
TRP-02524,2023-08-19,2023-08-20,TRK-06,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,corn,21.48,91.4,1.7,completed
TRP-02525,2023-08-19,2023-08-19,TRK-06,DRV-06,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,20.49,87.2,1.5,completed
TRP-02526,2023-08-19,2023-08-19,TRK-07,DRV-07,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,17.67,73.6,1.7,completed
TRP-02527,2023-08-19,2023-08-19,TRK-11,DRV-11,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,25.75,105.1,0.8,completed
TRP-02528,2023-08-19,2023-08-19,TRK-12,DRV-12,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,26.64,106.6,1.0,completed
TRP-02529,2023-08-20,2023-08-20,TRK-01,DRV-01,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,18.86,85.7,0.8,completed
TRP-02530,2023-08-20,2023-08-20,TRK-03,DRV-03,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,17.73,82.5,0.1,completed
TRP-02531,2023-08-20,2023-08-20,TRK-03,DRV-03,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,17.66,82.1,1.3,completed
TRP-02532,2023-08-20,2023-08-20,TRK-06,DRV-06,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,16.36,69.6,1.4,completed
TRP-02533,2023-08-20,2023-08-20,TRK-07,DRV-07,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,24.73,103.1,1.0,completed
TRP-02534,2023-08-20,2023-08-20,TRK-07,DRV-07,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,19.34,80.6,7.8,delayed
TRP-02535,2023-08-20,2023-08-21,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,20.11,80.4,9.6,delayed
TRP-02536,2023-08-20,2023-08-21,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,24.29,97.1,0.5,completed
TRP-02537,2023-08-20,2023-08-21,TRK-09,DRV-09,CLT-06,RTE-06,Вінниця,Київ,267,highway,wheat,25.08,100.3,0.0,completed
TRP-02538,2023-08-20,2023-08-20,TRK-09,DRV-09,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,22.43,89.7,0.2,completed
TRP-02539,2023-08-21,2023-08-21,TRK-01,DRV-01,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,15.27,69.4,0.9,cancelled
TRP-02540,2023-08-21,2023-08-23,TRK-02,DRV-02,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,24.58,106.9,49.9,delayed
TRP-02541,2023-08-21,2023-08-23,TRK-02,DRV-02,CLT-06,RTE-06,Вінниця,Київ,267,highway,corn,22.35,97.2,58.9,delayed
TRP-02542,2023-08-21,2023-08-23,TRK-04,DRV-04,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,17.04,71.0,48.7,delayed
TRP-02543,2023-08-21,2023-08-23,TRK-04,DRV-04,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,22.16,92.3,52.2,delayed
TRP-02544,2023-08-21,2023-08-22,TRK-05,DRV-08,CLT-02,RTE-02,Дніпро,Одеса,472,highway,wheat,23.19,94.7,0.5,cancelled
TRP-02545,2023-08-21,2023-08-23,TRK-05,DRV-05,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,18.73,76.4,52.0,delayed
TRP-02546,2023-08-21,2023-08-23,TRK-05,DRV-05,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,24.35,99.4,59.6,delayed
TRP-02547,2023-08-21,2023-08-23,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,21.18,84.7,54.7,delayed
TRP-02548,2023-08-21,2023-08-23,TRK-09,DRV-09,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,21.86,87.4,0.6,cancelled
TRP-02549,2023-08-21,2023-08-21,TRK-10,DRV-10,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,17.32,72.2,1.3,cancelled
TRP-02550,2023-08-21,2023-08-23,TRK-11,DRV-11,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,21.10,86.1,41.6,delayed
TRP-02551,2023-08-21,2023-08-23,TRK-11,DRV-11,CLT-02,RTE-02,Дніпро,Одеса,472,highway,wheat,18.53,75.6,59.8,delayed
TRP-02552,2023-08-21,2023-08-23,TRK-11,DRV-11,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,24.76,101.0,41.5,delayed
TRP-02553,2023-08-21,2023-08-22,TRK-12,DRV-06,CLT-02,RTE-02,Дніпро,Одеса,472,highway,wheat,23.80,95.2,0.8,cancelled
TRP-02554,2023-08-22,2023-08-24,TRK-01,DRV-01,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,20.82,94.6,52.5,delayed
TRP-02555,2023-08-22,2023-08-24,TRK-05,DRV-05,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,22.79,93.0,49.9,delayed
TRP-02556,2023-08-22,2023-08-22,TRK-05,DRV-05,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,22.30,91.0,1.7,cancelled
TRP-02557,2023-08-22,2023-08-24,TRK-05,DRV-05,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,25.68,104.8,55.2,delayed
TRP-02558,2023-08-22,2023-08-24,TRK-06,DRV-06,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,corn,20.87,88.8,45.1,delayed
TRP-02559,2023-08-22,2023-08-24,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,24.61,98.5,50.7,delayed
TRP-02560,2023-08-22,2023-08-24,TRK-08,DRV-08,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,22.00,88.0,55.7,delayed
TRP-02561,2023-08-22,2023-08-23,TRK-08,DRV-08,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,18.79,75.2,1.1,cancelled
TRP-02562,2023-08-22,2023-08-24,TRK-09,DRV-09,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,22.63,90.5,44.9,delayed
TRP-02563,2023-08-22,2023-08-24,TRK-10,DRV-10,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,25.81,107.5,52.4,delayed
TRP-02564,2023-08-22,2023-08-24,TRK-11,DRV-11,CLT-06,RTE-06,Вінниця,Київ,267,highway,wheat,23.66,96.6,47.7,delayed
TRP-02565,2023-08-23,2023-08-23,TRK-02,DRV-02,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,18.68,81.2,0.9,cancelled
TRP-02566,2023-08-23,2023-08-25,TRK-03,DRV-11,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,21.37,99.4,51.8,delayed
TRP-02567,2023-08-23,2023-08-25,TRK-03,DRV-03,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,17.26,80.3,59.3,delayed
TRP-02568,2023-08-23,2023-08-25,TRK-04,DRV-04,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,19.84,82.6,40.6,delayed
TRP-02569,2023-08-23,2023-08-25,TRK-04,DRV-04,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,23.19,96.6,44.2,delayed
TRP-02570,2023-08-23,2023-08-25,TRK-09,DRV-09,CLT-05,RTE-05,Черкаси,Кременчук,118,local,soy,24.61,98.5,40.6,delayed
TRP-02571,2023-08-23,2023-08-25,TRK-11,DRV-11,CLT-02,RTE-02,Дніпро,Одеса,472,highway,sunflower,22.11,90.3,40.6,delayed
TRP-02572,2023-08-23,2023-08-25,TRK-11,DRV-11,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,23.91,97.6,42.6,delayed
TRP-02573,2023-08-24,2023-08-26,TRK-01,DRV-01,CLT-06,RTE-06,Вінниця,Київ,267,highway,soy,16.08,73.1,51.6,delayed
TRP-02574,2023-08-24,2023-08-26,TRK-03,DRV-03,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,23.12,107.5,43.6,delayed
TRP-02575,2023-08-24,2023-08-26,TRK-04,DRV-04,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,21.07,87.8,49.1,delayed
TRP-02576,2023-08-24,2023-08-26,TRK-05,DRV-05,CLT-02,RTE-02,Дніпро,Одеса,472,highway,wheat,24.16,98.6,54.1,delayed
TRP-02577,2023-08-24,2023-08-24,TRK-05,DRV-05,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,16.87,68.9,0.6,cancelled
TRP-02578,2023-08-24,2023-08-26,TRK-06,DRV-06,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,22.72,96.7,54.4,delayed
TRP-02579,2023-08-24,2023-08-26,TRK-09,DRV-09,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,23.27,93.1,52.8,delayed
TRP-02580,2023-08-24,2023-08-26,TRK-09,DRV-09,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,18.27,73.1,54.8,delayed
TRP-02581,2023-08-24,2023-08-26,TRK-09,DRV-09,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,24.72,98.9,53.3,delayed
TRP-02582,2023-08-24,2023-08-26,TRK-11,DRV-11,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,22.38,91.3,47.5,delayed
TRP-02583,2023-08-25,2023-08-25,TRK-02,DRV-02,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,18.98,82.5,0.3,completed
TRP-02584,2023-08-25,2023-08-25,TRK-03,DRV-03,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,18.47,85.9,0.8,completed
TRP-02585,2023-08-25,2023-08-27,TRK-04,DRV-04,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,22.44,93.5,1.3,completed
TRP-02586,2023-08-25,2023-08-25,TRK-04,DRV-04,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,17.76,74.0,0.8,completed
TRP-02587,2023-08-25,2023-08-25,TRK-07,DRV-07,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,21.87,91.1,1.0,completed
TRP-02588,2023-08-25,2023-08-25,TRK-11,DRV-11,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,27.49,112.2,1.5,completed
TRP-02589,2023-08-25,2023-08-25,TRK-11,DRV-11,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,19.21,78.4,0.2,completed
TRP-02590,2023-08-26,2023-08-27,TRK-02,DRV-02,CLT-06,RTE-06,Вінниця,Київ,267,highway,sunflower,20.32,88.4,0.0,completed
TRP-02591,2023-08-26,2023-08-26,TRK-02,DRV-02,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,16.75,72.8,1.0,completed
TRP-02592,2023-08-26,2023-08-27,TRK-04,DRV-04,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,17.40,72.5,1.0,completed
TRP-02593,2023-08-26,2023-08-26,TRK-04,DRV-04,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,24.61,102.5,3.9,delayed
TRP-02594,2023-08-26,2023-08-26,TRK-08,DRV-08,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,18.33,73.3,0.7,completed
TRP-02595,2023-08-26,2023-08-26,TRK-10,DRV-10,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,22.60,94.2,1.7,completed
TRP-02596,2023-08-26,2023-08-27,TRK-10,DRV-10,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,21.35,88.9,19.0,delayed
TRP-02597,2023-08-26,2023-08-28,TRK-12,DRV-12,CLT-03,RTE-03,Полтава,Чорноморськ,612,highway,sunflower,21.81,87.2,1.4,completed
TRP-02598,2023-08-27,2023-08-27,TRK-01,DRV-01,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,21.10,95.9,0.1,completed
TRP-02599,2023-08-27,2023-08-27,TRK-05,DRV-05,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,27.06,110.5,0.1,completed
TRP-02600,2023-08-27,2023-08-28,TRK-06,DRV-06,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,21.83,92.9,1.1,completed
TRP-02601,2023-08-27,2023-08-28,TRK-06,DRV-06,CLT-11,RTE-10,Подільськ,Чорноморськ,214,highway,wheat,22.84,97.2,1.8,completed
TRP-02602,2023-08-27,2023-08-28,TRK-06,DRV-11,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,19.51,83.0,0.1,completed
TRP-02603,2023-08-27,2023-08-27,TRK-06,DRV-06,CLT-09,RTE-09,Хмельницький,Тернопіль,112,local,wheat,25.22,107.3,1.4,completed
TRP-02604,2023-08-27,2023-08-28,TRK-08,DRV-08,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,19.64,78.6,9.0,delayed
TRP-02605,2023-08-27,2023-08-27,TRK-09,DRV-09,CLT-08,RTE-08,Чернігів,Київ,149,local,wheat,21.20,84.8,0.7,completed
TRP-02606,2023-08-27,2023-08-28,TRK-11,DRV-11,CLT-01,RTE-01,Кропивницький,Дніпро,246,highway,sunflower,24.83,101.3,6.2,delayed
TRP-02607,2023-08-28,2023-08-28,TRK-03,DRV-03,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,19.46,90.5,0.3,completed
TRP-02608,2023-08-28,2023-08-28,TRK-05,DRV-05,CLT-07,RTE-07,Вінниця,Жмеринка,52,local,wheat,18.35,74.9,1.4,completed
